,Unnamed: 0,face,confidence,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,X_16,X_17,X_18,X_19,X_20,X_21,X_22,X_23,X_24,X_25,X_26,X_27,X_28,X_29,X_30,X_31,X_32,X_33,X_34,X_35,X_36,X_37,X_38,X_39,X_40,X_41,X_42,X_43,X_44,X_45,X_46,X_47,X_48,X_49,X_50,X_51,X_52,X_53,X_54,X_55,X_56,X_57,X_58,X_59,X_60,X_61,X_62,X_63,X_64,X_65,X_66,X_67,Y_0,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15,Y_16,Y_17,Y_18,Y_19,Y_20,Y_21,Y_22,Y_23,Y_24,Y_25,Y_26,Y_27,Y_28,Y_29,Y_30,Y_31,Y_32,Y_33,Y_34,Y_35,Y_36,Y_37,Y_38,Y_39,Y_40,Y_41,Y_42,Y_43,Y_44,Y_45,Y_46,Y_47,Y_48,Y_49,Y_50,Y_51,Y_52,Y_53,Y_54,Y_55,Y_56,Y_57,Y_58,Y_59,Y_60,Y_61,Y_62,Y_63,Y_64,Y_65,Y_66,Y_67,Z_0,Z_1,Z_2,Z_3,Z_4,Z_5,Z_6,Z_7,Z_8,Z_9,Z_10,Z_11,Z_12,Z_13,Z_14,Z_15,Z_16,Z_17,Z_18,Z_19,Z_20,Z_21,Z_22,Z_23,Z_24,Z_25,Z_26,Z_27,Z_28,Z_29,Z_30,Z_31,Z_32,Z_33,Z_34,Z_35,Z_36,Z_37,Z_38,Z_39,Z_40,Z_41,Z_42,Z_43,Z_44,Z_45,Z_46,Z_47,Z_48,Z_49,Z_50,Z_51,Z_52,Z_53,Z_54,Z_55,Z_56,Z_57,Z_58,Z_59,Z_60,Z_61,Z_62,Z_63,Z_64,Z_65,Z_66,Z_67
0,0,0,0.975,-4.0,-156.8,884.6,0.017,0.021,0.004,-79.9,-79.2,-76.3,-71.2,-62.9,-50.8,-36.7,-20.7,-3.6,12.9,28.0,42.1,54.2,62.2,66.7,70.1,72.2,-64.6,-56.1,-43.2,-30.2,-18.7,9.8,22.4,34.7,47.2,56.5,-4.3,-4.2,-4.1,-4.1,-18.4,-11.5,-4.1,3.2,9.8,-49.8,-41.3,-32.5,-24.2,-32.5,-41.2,15.9,24.4,33.2,40.9,33.5,24.7,-26.5,-19.2,-9.9,-3.9,2.5,11.8,19.2,12.2,3.8,-3.5,-10.3,-19.3,-21.8,-10.1,-4.0,2.5,14.8,3.0,-3.9,-10.2,-197.4,-176.2,-154.9,-134.6,-115.1,-98.3,-85.2,-76.0,-72.8,-74.9,-82.6,-94.1,-109.5,-129.0,-151.2,-174.3,-197.0,-209.1,-218.7,-221.1,-218.8,-214.4,-215.4,-219.7,-221.9,-220.1,-212.2,-200.1,-188.8,-177.8,-166.4,-158.7,-156.1,-154.0,-156.3,-158.6,-196.3,-199.1,-199.6,-196.9,-194.8,-194.4,-197.4,-200.4,-199.9,-197.7,-195.3,-195.5,-127.9,-138.9,-143.6,-142.0,-143.6,-138.5,-128.6,-117.2,-112.6,-111.8,-112.4,-116.8,-128.6,-136.0,-135.8,-136.0,-128.9,-123.7,-122.9,-123.4,937.3,935.0,934.2,931.1,924.1,913.8,899.4,885.3,882.1,888.5,901.2,913.1,921.1,924.2,925.3,927.2,930.8,910.0,906.1,900.5,895.5,889.9,887.8,892.6,896.9,901.3,904.7,883.7,875.6,867.6,859.6,871.1,868.2,865.9,868.3,871.1,902.5,899.8,898.7,895.6,896.5,898.0,894.0,894.8,895.9,897.7,894.2,893.0,879.6,868.2,863.6,862.1,862.9,867.8,876.4,867.2,863.0,862.8,863.6,868.2,877.1,865.2,863.7,864.1,874.5,866.1,865.7,867.1
1,0,0,0.975,-8.1,-156.2,887.1,0.005,-0.001,0.005,-85.8,-84.9,-82.0,-76.9,-68.6,-56.4,-42.0,-25.6,-8.2,8.6,23.9,37.9,49.6,57.3,61.6,64.9,67.0,-69.1,-60.1,-47.1,-34.2,-22.7,6.5,18.9,31.0,43.1,52.3,-7.9,-7.6,-7.5,-7.4,-22.4,-15.2,-7.7,-0.3,6.4,-54.3,-45.7,-36.8,-28.5,-36.8,-45.6,12.3,20.8,29.6,37.2,29.9,21.2,-31.7,-23.6,-14.1,-7.6,-0.6,8.7,16.0,9.0,0.3,-7.5,-14.8,-23.9,-26.9,-14.4,-7.8,-0.7,11.6,-0.4,-7.8,-14.7,-195.7,-174.5,-153.2,-133.0,-113.7,-97.2,-84.5,-75.8,-72.9,-74.8,-82.2,-93.6,-109.1,-128.6,-150.6,-173.5,-196.0,-208.5,-217.8,-220.0,-217.8,-213.6,-214.6,-218.9,-221.0,-219.3,-211.5,-199.6,-188.1,-176.9,-165.3,-157.7,-155.0,-152.9,-155.1,-157.4,-195.7,-198.8,-199.3,-196.3,-194.2,-193.9,-196.8,-200.0,-199.6,-197.1,-194.8,-194.9,-127.2,-138.2,-142.8,-141.2,-142.8,-137.8,-127.8,-117.3,-113.0,-112.2,-112.8,-117.0,-127.9,-135.3,-135.0,-135.3,-128.1,-123.8,-122.9,-123.5,939.5,936.7,935.5,932.2,925.2,914.7,900.2,885.8,882.7,889.6,903.5,916.1,924.5,927.7,928.6,930.8,934.8,911.4,907.7,902.7,898.2,893.0,891.9,896.8,900.9,905.0,908.1,887.1,879.1,871.0,863.1,874.2,871.3,869.0,871.6,874.5,904.3,902.0,901.2,898.4,898.9,900.1,897.7,898.5,899.8,901.6,898.1,896.8,882.3,871.2,867.0,865.5,866.6,871.8,880.1,870.4,865.4,864.8,865.7,870.5,879.9,868.1,866.6,867.3,878.1,868.7,868.0,869.4
2,0,0,0.975,-13.4,-157.7,897.8,-0.001,-0.015,0.014,-92.9,-91.8,-89.2,-84.6,-76.3,-63.6,-48.8,-32.0,-14.3,2.8,18.3,32.7,45.0,53.1,57.2,60.4,62.2,-75.4,-65.6,-52.3,-39.1,-27.0,1.6,14.3,26.6,39.2,48.9,-12.2,-12.0,-11.8,-11.6,-28.1,-20.4,-12.4,-4.5,2.7,-60.2,-51.4,-42.3,-33.8,-42.5,-51.4,7.8,16.4,25.5,33.4,25.8,17.0,-41.0,-30.3,-19.9,-12.9,-5.2,4.9,14.0,4.8,-4.9,-13.3,-20.9,-31.0,-36.2,-20.4,-13.2,-5.4,9.5,-5.4,-13.4,-20.8,-196.9,-175.6,-154.4,-134.3,-115.9,-100.4,-89.3,-81.8,-79.3,-80.3,-85.7,-95.3,-109.9,-129.2,-151.2,-174.2,-196.9,-209.5,-218.6,-220.7,-218.5,-214.5,-215.2,-219.5,-221.3,-219.4,-211.3,-200.7,-188.8,-177.2,-165.2,-158.1,-155.3,-153.0,-155.2,-157.5,-197.0,-200.3,-200.6,-197.1,-195.2,-195.0,-197.3,-201.0,-200.5,-197.6,-195.4,-195.5,-130.1,-138.8,-142.4,-140.7,-142.2,-137.8,-129.7,-121.7,-118.9,-118.4,-119.1,-122.2,-130.2,-135.6,-135.1,-135.5,-129.8,-128.5,-127.9,-128.5,953.5,949.3,946.9,943.0,936.1,925.6,910.2,894.4,890.6,897.8,914.0,928.5,937.8,941.5,942.5,944.8,949.5,923.0,918.9,914.0,909.1,903.2,902.6,908.0,912.0,916.0,919.2,897.7,889.5,881.1,873.1,885.2,881.7,879.0,881.9,884.9,915.3,913.1,912.3,909.5,909.5,910.6,908.6,909.9,911.2,912.9,909.2,908.0,896.9,884.7,879.4,877.7,878.9,885.5,895.5,882.1,874.4,873.4,874.9,882.6,894.2,879.7,878.1,879.0,893.0,878.3,877.4,879.3
3,0,0,0.975,-18.1,-159.4,906.7,0.006,-0.039,0.012,-100.1,-99.0,-96.6,-92.5,-84.5,-71.5,-55.4,-37.3,-18.7,-0.9,15.1,29.7,41.6,49.0,52.5,55.5,57.1,-81.2,-71.1,-57.5,-44.0,-31.3,-2.9,9.8,22.2,34.8,44.5,-16.5,-16.1,-15.8,-15.5,-32.3,-24.5,-16.5,-8.8,-1.8,-65.3,-56.4,-47.1,-38.7,-47.3,-56.4,3.3,12.0,21.1,29.0,21.3,12.5,-45.6,-34.2,-24.0,-17.1,-9.6,-0.1,9.0,-0.1,-9.3,-17.4,-24.9,-34.7,-40.8,-24.5,-17.4,-9.8,4.5,-9.8,-17.5,-24.7,-198.7,-177.7,-156.8,-136.9,-118.6,-103.4,-92.8,-85.7,-83.4,-84.6,-90.1,-99.7,-114.1,-133.4,-155.1,-177.5,-199.6,-210.5,-219.4,-221.6,-219.3,-215.2,-215.9,-220.0,-221.9,-220.2,-212.2,-201.2,-189.4,-177.7,-165.7,-158.6,-155.8,-153.5,-155.6,-157.8,-198.0,-201.0,-201.4,-197.9,-195.9,-195.7,-198.0,-201.6,-201.1,-198.3,-195.9,-196.1,-131.7,-139.6,-143.0,-141.2,-142.8,-138.7,-131.3,-125.7,-123.9,-123.5,-124.0,-126.0,-132.0,-135.8,-135.3,-135.7,-131.6,-133.5,-133.1,-133.5,963.9,960.0,958.0,954.1,947.7,937.0,920.6,904.0,900.7,909.3,927.1,942.5,952.7,956.2,956.6,957.9,961.9,932.1,927.6,922.8,918.0,912.1,912.3,917.8,922.1,926.2,929.5,907.4,899.6,891.3,883.4,895.0,892.1,889.8,892.7,895.6,923.9,921.5,920.8,918.5,918.1,919.2,919.2,920.2,921.8,923.9,920.1,918.6,904.8,893.2,888.7,887.3,888.7,895.2,905.4,891.1,882.9,881.6,883.0,890.4,902.0,888.9,887.7,888.8,902.2,886.9,885.7,887.4
4,0,0,0.975,-22.3,-158.2,908.8,-0.003,-0.059,0.017,-105.1,-103.9,-101.6,-97.7,-90.1,-77.2,-61.0,-42.3,-23.3,-5.5,10.4,24.8,36.5,43.8,47.4,50.5,52.3,-85.6,-75.2,-61.6,-48.1,-35.4,-6.3,6.4,18.7,31.1,40.7,-20.3,-19.8,-19.3,-19.0,-36.2,-28.3,-20.2,-12.5,-5.5,-69.6,-60.6,-51.2,-42.8,-51.4,-60.6,-0.7,8.1,17.3,25.2,17.6,8.6,-50.7,-38.8,-28.2,-21.0,-13.2,-3.5,5.4,-3.6,-12.9,-21.3,-29.1,-39.4,-45.7,-28.8,-21.4,-13.4,0.9,-13.5,-21.5,-29.0,-196.9,-176.1,-155.5,-135.9,-117.8,-102.5,-91.9,-84.7,-82.2,-83.2,-88.6,-98.0,-112.4,-131.8,-153.4,-175.8,-197.8,-209.4,-218.1,-220.3,-218.1,-214.3,-214.8,-218.8,-220.6,-218.8,-210.8,-200.3,-188.3,-176.5,-164.4,-157.3,-154.5,-152.2,-154.3,-156.4,-197.0,-200.3,-200.5,-196.8,-194.8,-194.7,-196.8,-200.6,-200.1,-197.0,-194.7,-194.8,-130.8,-138.9,-142.2,-140.4,-142.0,-137.7,-130.0,-124.4,-122.6,-122.3,-122.9,-125.0,-131.0,-134.9,-134.3,-134.7,-130.4,-132.4,-132.1,-132.6,964.3,960.1,957.9,953.9,948.0,937.7,921.7,905.1,901.8,910.5,928.7,944.4,954.9,958.6,959.2,960.7,965.0,933.3,929.1,924.8,920.3,914.7,915.5,921.2,925.4,929.5,932.7,910.1,902.4,894.1,886.4,897.5,894.7,892.5,895.4,898.3,925.6,923.5,922.9,920.7,920.1,921.1,922.2,923.2,924.9,926.9,923.1,921.6,906.9,895.5,891.0,889.6,891.0,897.7,907.8,893.5,884.9,883.6,884.9,892.5,904.3,891.1,889.9,891.0,904.7,889.0,887.8,889.5
5,0,0,0.975,-26.3,-155.7,909.4,0.035,-0.089,0.016,-109.6,-108.3,-106.3,-102.9,-96.0,-83.6,-67.2,-47.7,-27.9,-9.5,6.4,20.5,31.9,38.9,42.4,45.2,46.7,-89.7,-79.6,-65.9,-52.2,-39.2,-10.6,2.1,14.3,26.6,35.9,-24.2,-23.4,-22.8,-22.2,-40.0,-31.8,-23.6,-15.9,-8.9,-73.6,-64.6,-55.5,-47.0,-55.5,-64.5,-4.8,3.9,12.9,20.6,13.2,4.4,-55.5,-43.3,-32.0,-24.2,-15.8,-5.9,2.6,-5.9,-15.5,-24.5,-32.9,-44.0,-50.5,-32.6,-24.6,-16.1,-1.7,-16.1,-24.8,-33.0,-194.0,-173.9,-154.3,-135.5,-117.6,-101.9,-90.1,-81.4,-78.4,-79.9,-86.4,-97.1,-112.2,-131.8,-153.2,-175.0,-196.6,-206.1,-214.7,-216.9,-214.8,-210.9,-211.5,-216.0,-217.8,-216.0,-208.3,-196.8,-185.1,-173.5,-161.5,-154.6,-151.7,-149.2,-151.5,-153.9,-193.9,-197.1,-197.5,-193.9,-192.1,-191.9,-194.2,-197.9,-197.6,-194.7,-192.4,-192.5,-128.2,-136.4,-139.4,-137.6,-139.3,-135.4,-127.7,-120.2,-117.2,-116.7,-117.4,-120.5,-128.3,-132.3,-131.7,-132.2,-127.8,-127.0,-126.4,-127.0,958.9,955.4,954.0,951.3,946.6,937.6,923.0,906.7,903.5,912.7,931.1,946.7,957.0,960.3,960.1,961.6,965.6,929.4,924.9,920.6,916.4,911.4,913.7,919.5,924.1,928.5,932.2,907.7,900.4,892.8,885.6,896.7,894.2,892.3,895.3,898.2,922.1,920.3,920.1,918.6,917.7,918.3,921.1,922.1,924.0,926.3,922.5,920.9,907.4,895.6,890.9,889.7,891.4,899.0,909.9,896.2,887.1,885.4,886.5,893.8,905.2,891.4,890.3,891.6,907.1,890.5,889.0,890.6
6,0,0,0.975,-29.9,-152.2,904.6,0.052,-0.111,0.02,-112.8,-111.9,-110.1,-106.7,-99.9,-87.5,-71.0,-51.6,-31.9,-14.0,1.3,15.0,26.4,33.5,37.2,40.2,41.6,-93.1,-82.6,-68.9,-55.3,-42.3,-14.3,-1.7,10.5,22.8,32.1,-27.5,-26.6,-25.8,-25.1,-43.0,-34.9,-26.8,-19.2,-12.3,-77.7,-68.6,-59.2,-50.5,-59.1,-68.3,-8.5,0.3,9.5,17.3,9.8,0.9,-58.8,-46.3,-34.9,-27.3,-19.1,-9.3,-1.1,-9.3,-18.8,-27.6,-35.9,-47.1,-53.6,-35.7,-27.8,-19.5,-5.4,-19.4,-27.9,-35.9,-191.0,-171.2,-151.6,-133.0,-115.3,-99.8,-88.1,-79.4,-76.2,-77.5,-84.0,-94.6,-109.6,-129.0,-150.2,-171.9,-193.3,-203.1,-211.1,-213.0,-210.7,-206.7,-207.3,-211.9,-213.9,-212.3,-204.8,-193.3,-181.4,-169.7,-157.7,-150.4,-147.6,-145.4,-147.5,-149.7,-190.9,-194.1,-194.4,-190.5,-188.7,-188.6,-190.8,-194.7,-194.3,-191.4,-188.9,-189.0,-123.8,-132.0,-135.4,-133.4,-135.1,-130.9,-123.1,-115.6,-112.8,-112.4,-113.1,-116.2,-123.9,-127.4,-126.8,-127.1,-123.2,-123.7,-123.3,-124.0,951.3,948.4,948.0,946.2,942.4,933.7,919.3,903.7,900.7,910.2,929.0,945.3,955.6,958.8,958.1,958.7,961.9,922.7,918.1,914.0,909.9,905.2,908.0,913.9,918.9,923.6,927.5,902.0,894.7,887.0,879.6,891.1,888.8,887.3,890.5,893.6,916.7,914.6,914.3,912.8,912.1,912.7,916.1,917.2,919.3,921.9,917.9,916.2,901.8,889.6,884.8,883.8,885.5,893.4,904.8,891.3,882.4,880.6,881.6,888.8,899.3,886.1,885.1,886.6,901.9,885.1,883.6,885.0
7,0,0,0.975,-33.2,-151.4,913.1,0.094,-0.124,0.024,-116.6,-115.6,-114.1,-111.2,-104.4,-91.8,-75.1,-55.6,-35.8,-17.6,-2.2,11.7,23.1,30.2,33.8,36.6,37.9,-96.9,-86.2,-72.3,-58.3,-45.0,-16.8,-4.2,7.9,20.0,29.0,-30.0,-29.1,-28.2,-27.4,-45.5,-37.6,-29.6,-22.1,-15.3,-80.2,-71.3,-62.0,-53.8,-62.1,-71.1,-11.3,-2.8,6.2,13.7,6.5,-2.2,-62.6,-49.4,-38.2,-30.6,-22.4,-13.0,-4.6,-13.0,-22.3,-31.1,-39.3,-50.4,-57.5,-39.0,-31.1,-22.8,-8.6,-22.8,-31.2,-39.2,-191.6,-171.5,-151.8,-133.0,-115.2,-99.7,-88.0,-79.0,-75.9,-77.3,-84.5,-95.7,-111.1,-130.7,-151.7,-173.1,-194.7,-201.9,-209.6,-211.5,-209.1,-205.2,-205.9,-210.6,-212.8,-211.5,-204.6,-192.1,-179.9,-167.7,-155.3,-148.2,-145.2,-142.9,-145.1,-147.5,-190.2,-193.5,-193.8,-189.9,-188.0,-187.8,-190.2,-194.3,-194.1,-191.0,-188.4,-188.5,-122.8,-128.5,-130.7,-128.8,-130.4,-127.4,-121.9,-115.5,-113.0,-112.6,-113.4,-116.3,-122.5,-124.0,-123.2,-123.7,-121.7,-122.6,-122.1,-122.9,956.8,954.7,954.9,953.7,949.3,940.8,926.8,911.6,908.4,918.2,937.5,953.8,964.1,967.0,966.0,965.7,968.2,928.0,922.5,918.5,914.2,909.6,913.7,919.3,924.3,929.0,933.8,907.3,900.3,892.9,885.9,898.4,896.0,894.4,897.4,900.4,921.0,919.1,919.0,918.3,916.9,917.4,922.3,923.3,925.3,928.0,924.1,922.5,910.2,899.2,894.9,894.1,896.0,903.9,914.8,901.4,892.5,890.4,891.3,898.1,907.7,895.6,894.9,896.7,911.7,894.8,893.0,894.2
8,0,0,0.975,-35.5,-149.5,909.9,0.122,-0.143,0.022,-119.1,-118.2,-116.7,-114.0,-107.4,-95.0,-78.1,-58.4,-38.3,-19.9,-4.6,9.2,20.3,27.3,30.6,33.2,34.3,-99.4,-88.5,-74.4,-60.2,-46.7,-19.3,-6.8,5.3,17.3,26.1,-32.1,-31.0,-30.0,-29.1,-47.4,-39.4,-31.3,-23.9,-17.3,-82.6,-73.6,-64.3,-56.1,-64.3,-73.3,-13.7,-5.2,3.8,11.3,4.1,-4.6,-64.8,-51.4,-40.1,-32.3,-23.9,-14.6,-6.4,-14.6,-23.7,-32.7,-41.1,-52.4,-59.7,-40.8,-32.8,-24.3,-10.4,-24.2,-32.9,-41.0,-189.5,-169.6,-150.3,-131.8,-114.3,-99.1,-87.4,-78.1,-74.7,-76.3,-84.0,-95.7,-111.4,-131.0,-151.7,-172.7,-193.9,-199.3,-206.7,-208.5,-206.2,-202.2,-203.2,-208.0,-210.3,-209.1,-202.5,-189.4,-177.2,-165.0,-152.6,-145.7,-142.7,-140.4,-142.6,-145.0,-187.8,-191.1,-191.5,-187.5,-185.6,-185.4,-188.0,-192.3,-192.2,-189.1,-186.5,-186.5,-120.9,-126.3,-128.3,-126.3,-128.1,-125.3,-120.3,-113.5,-110.5,-110.0,-110.8,-114.0,-120.6,-121.7,-120.9,-121.5,-120.1,-120.0,-119.4,-120.2,951.4,949.6,950.2,949.7,946.1,938.3,924.7,909.6,906.8,917.1,936.8,953.2,963.5,966.3,964.9,964.5,966.8,922.7,916.8,912.6,908.2,903.6,908.5,914.2,919.8,924.8,930.1,902.3,895.3,887.9,880.9,894.0,891.7,890.3,893.3,896.4,915.8,913.7,913.7,913.4,911.9,912.2,918.1,919.1,921.2,924.3,920.2,918.5,906.5,895.5,891.1,890.4,892.6,900.9,912.2,899.1,890.0,887.8,888.4,895.1,904.1,892.0,891.5,893.6,909.1,891.9,889.9,891.0
9,0,0,0.975,-38.3,-149.7,918.0,0.152,-0.152,0.027,-122.6,-121.6,-120.0,-116.9,-109.9,-97.2,-80.3,-61.3,-41.9,-24.2,-9.3,4.7,16.4,24.1,28.0,30.9,32.3,-102.2,-91.1,-77.0,-62.6,-49.0,-21.5,-9.0,3.1,15.2,24.0,-34.3,-33.3,-32.4,-31.5,-49.8,-41.9,-33.9,-26.5,-19.9,-85.3,-76.0,-66.6,-58.4,-66.7,-75.9,-16.1,-7.7,1.4,9.0,1.9,-7.0,-67.5,-54.3,-42.4,-35.0,-27.0,-17.8,-9.9,-18.0,-27.2,-35.9,-44.1,-55.7,-62.5,-43.3,-35.5,-27.4,-13.9,-27.5,-35.9,-43.8,-190.2,-169.7,-149.9,-131.3,-113.7,-98.8,-87.3,-78.3,-75.0,-76.9,-85.1,-96.8,-112.4,-131.8,-152.3,-173.3,-194.6,-199.2,-206.7,-208.6,-206.4,-202.2,-203.4,-208.2,-210.6,-209.5,-202.8,-189.1,-177.0,-164.9,-152.6,-145.9,-143.1,-140.8,-143.0,-145.4,-187.9,-191.3,-191.6,-187.2,-185.5,-185.4,-188.0,-192.6,-192.6,-189.5,-186.7,-186.5,-121.2,-127.2,-129.5,-127.5,-129.3,-126.3,-120.8,-112.1,-108.2,-107.6,-108.5,-112.4,-120.9,-122.8,-122.1,-122.5,-120.5,-118.1,-117.5,-118.3,956.1,954.8,955.6,955.4,952.6,945.8,933.5,919.9,917.4,926.8,944.9,960.2,969.7,972.5,971.6,971.9,974.3,927.4,921.8,917.8,913.6,909.1,914.4,920.3,925.8,931.1,936.5,908.3,902.0,895.2,888.9,900.7,898.7,897.7,900.7,903.5,921.2,918.9,918.9,918.5,917.2,917.5,923.7,924.7,927.0,930.3,926.0,924.1,915.1,904.2,899.0,898.3,900.3,909.0,920.7,908.7,900.0,898.0,898.6,904.9,913.2,900.4,899.8,901.7,918.0,901.3,899.5,900.5
